Iteration,MinGene,MaxGene,PopSize,TournamentSize,PreserveElitePercentage,InitialisationMethod,MutateChangePopulation,MaxMutationRate,AverageFitness
1,-1.7842,1.7842,306,22,0.3811,lhs,0.2091,0.4441,TANH,538,0.2251
2,-3.9088,3.9088,95,21,0.3690,lhs,0.5559,0.2137,TANH,299,0.2396
3,-0.1683,0.1683,215,38,0.3190,sobol,0.4303,0.6945,SELU,332,0.1181
4,-1.0364,1.0364,805,590,0.6662,lhs,0.5064,0.2578,TANH,268,0.0574
5,-0.5272,0.5272,525,347,0.6790,sobol,0.1575,0.3330,TANH,433,0.1132
6,-3.8591,3.8591,279,205,0.5625,sobol,0.6438,0.6357,TANH,296,0.1257
7,-2.8033,2.8033,559,301,0.0876,lhs,0.6383,0.5613,TANH,140,0.1778
8,-0.2840,0.2840,125,17,0.1700,sobol,0.5803,0.3866,TANH,428,0.1074
9,-3.3834,3.3834,264,139,0.5281,lhs,0.1411,0.4609,TANH,509,0.3547
10,-0.8176,0.8176,134,114,0.5365,lhs,0.2329,0.3831,TANH,185,0.2003
11,-3.8848,3.8848,505,181,0.3851,sobol,0.4720,0.4877,SELU,422,0.2654
12,-2.6708,2.6708,865,577,0.1843,lhs,0.3064,0.4178,SELU,505,0.2990
13,-3.2759,3.2759,597,348,0.1758,sobol,0.7480,0.5892,TANH,571,0.1221
14,-2.8710,2.8710,530,230,0.4838,sobol,0.2025,0.2664,TANH,306,0.2749
15,-2.1465,2.1465,495,169,0.1981,lhs,0.7882,0.3179,SELU,556,0.2332
16,-3.8264,3.8264,551,108,0.4135,lhs,0.6275,0.5149,SELU,348,0.1825
17,-0.1125,0.1125,749,89,0.4859,lhs,0.5257,0.3963,SELU,101,0.1475
18,-1.5889,1.5889,557,221,0.2553,lhs,0.4819,0.6375,SELU,597,0.1810
19,-0.4197,0.4197,530,355,0.2219,lhs,0.8320,0.5976,TANH,198,0.1542
20,-3.7056,3.7056,111,87,0.6773,lhs,0.3115,0.6440,TANH,545,0.2462
21,-1.6819,1.6819,854,838,0.6209,sobol,0.6293,0.6479,SELU,591,0.2055
22,-0.1901,0.1901,793,455,0.4672,sobol,0.4849,0.4312,SELU,160,0.1310
23,-3.2228,3.2228,98,8,0.1095,sobol,0.4076,0.3435,TANH,597,0.2537
24,-1.8242,1.8242,243,67,0.3280,sobol,0.5531,0.2972,TANH,345,0.0957
25,-1.4325,1.4325,370,98,0.4475,sobol,0.3986,0.6818,SELU,497,0.1053
26,-3.0163,3.0163,390,285,0.3889,sobol,0.3728,0.6643,SELU,136,0.2620
27,-0.4515,0.4515,825,150,0.3794,lhs,0.7492,0.4326,SELU,162,0.0983
28,-2.9251,2.9251,317,235,0.1603,sobol,0.5741,0.3448,SELU,208,0.2347
29,-1.5578,1.5578,388,341,0.4449,sobol,0.2728,0.2209,TANH,465,0.1513
30,-2.3404,2.3404,218,8,0.3064,lhs,0.7197,0.2609,TANH,373,0.2020
31,-3.8669,3.8669,551,298,0.4643,sobol,0.2838,0.6323,SELU,304,0.2518
32,-0.8561,0.8561,309,21,0.5698,lhs,0.2435,0.4902,TANH,581,0.1498
33,-3.7647,3.7647,380,58,0.0776,sobol,0.7360,0.2859,TANH,380,0.1252
34,-1.0049,1.0049,846,783,0.4163,sobol,0.7569,0.4535,TANH,546,0.0975
35,-1.6856,1.6856,840,19,0.1458,sobol,0.5208,0.5434,SELU,113,0.1392
36,-0.6019,0.6019,149,109,0.3411,lhs,0.3795,0.5465,TANH,121,0.1106
37,-2.7599,2.7599,706,130,0.1991,sobol,0.8111,0.6254,SELU,164,0.1622
38,-0.7732,0.7732,528,30,0.5470,lhs,0.8870,0.3620,TANH,304,0.1149
39,-0.9967,0.9967,674,290,0.0970,sobol,0.2204,0.4117,TANH,239,0.1299
40,-3.3097,3.3097,698,659,0.2677,lhs,0.4867,0.2935,SELU,155,0.1957
41,-0.1717,0.1717,639,242,0.1306,sobol,0.5127,0.6747,TANH,394,0.1471
42,-1.8110,1.8110,457,94,0.3075,lhs,0.8087,0.2939,SELU,585,0.1664
43,-3.9260,3.9260,668,8,0.3556,sobol,0.2618,0.6732,TANH,566,0.1353
44,-0.6222,0.6222,504,262,0.1046,sobol,0.4601,0.2592,SELU,357,0.0951
45,-1.6134,1.6134,615,546,0.2518,lhs,0.2954,0.3024,SELU,397,0.2086
46,-2.4601,2.4601,317,225,0.2476,lhs,0.8750,0.2761,TANH,465,0.1796
47,-1.6100,1.6100,601,524,0.0681,lhs,0.5485,0.2378,TANH,425,0.1897
48,-3.7089,3.7089,490,355,0.5248,sobol,0.6618,0.3412,SELU,247,0.2460
49,-0.4518,0.4518,707,594,0.1239,sobol,0.4723,0.4558,SELU,552,0.1492
50,-3.1337,3.1337,521,49,0.1074,sobol,0.3830,0.2680,SELU,187,0.2481
51,-1.9004,1.9004,209,172,0.0858,sobol,0.3460,0.2019,SELU,548,0.2630
52,-2.5724,2.5724,516,360,0.4399,sobol,0.2994,0.4454,TANH,224,0.2182
53,-3.0351,3.0351,444,29,0.2579,sobol,0.5032,0.6093,TANH,313,0.1465
54,-3.3650,3.3650,365,235,0.4434,sobol,0.7718,0.4355,TANH,410,0.1250
55,-0.7233,0.7233,656,153,0.5388,lhs,0.1790,0.6758,TANH,321,0.0965
56,-2.8557,2.8557,550,108,0.1852,sobol,0.7435,0.4030,TANH,304,0.2112
57,-1.6537,1.6537,609,217,0.6899,lhs,0.7718,0.5067,TANH,165,0.1899
58,-1.1968,1.1968,360,335,0.2350,lhs,0.4816,0.5523,TANH,301,0.1306
59,-0.6464,0.6464,136,88,0.0974,sobol,0.7305,0.5555,SELU,324,0.1152
60,-0.5588,0.5588,687,366,0.6415,sobol,0.5931,0.5090,TANH,357,0.1498
61,-1.2050,1.2050,697,456,0.5896,lhs,0.4861,0.5402,SELU,106,0.1158
