Iteration,MinGene,MaxGene,PopSize,TournamentSize,PreserveElitePercentage,InitialisationMethod,MutateChangePopulation,MaxMutationRate,AverageFitness
1,-0.5373,0.5373,117,36,0.1842,sobol,0.2127,0.2703,SELU,443,0.1796
2,-3.7242,3.7242,399,320,0.1069,lhs,0.1220,0.4250,SELU,526,0.3509
3,-2.2217,2.2217,612,460,0.6475,sobol,0.8686,0.2856,SELU,109,0.2365
4,-3.5499,3.5499,800,521,0.1356,sobol,0.2943,0.6071,SELU,126,0.2478
5,-1.9130,1.9130,463,303,0.3949,sobol,0.6763,0.2205,SELU,361,0.2645
6,-2.4390,2.4390,627,453,0.0997,lhs,0.5131,0.3934,TANH,118,0.1791
7,-3.5978,3.5978,773,391,0.6589,sobol,0.7391,0.5109,TANH,461,0.1170
8,-0.7493,0.7493,440,146,0.6970,sobol,0.4654,0.3710,TANH,292,0.1177
9,-0.1242,0.1242,265,53,0.6805,sobol,0.2286,0.6094,SELU,438,0.0724
10,-2.4258,2.4258,866,759,0.5059,sobol,0.1155,0.2870,SELU,324,0.2467
11,-3.3651,3.3651,769,494,0.6073,sobol,0.3830,0.3352,TANH,153,0.1391
12,-0.1922,0.1922,345,321,0.5408,lhs,0.2970,0.2458,TANH,342,0.0890
13,-3.7085,3.7085,413,260,0.2907,lhs,0.1202,0.6389,TANH,288,0.3585
14,-2.3932,2.3932,699,574,0.5683,sobol,0.5665,0.6536,SELU,289,0.2284
15,-2.1846,2.1846,420,243,0.1443,sobol,0.2106,0.6987,TANH,222,0.1959
16,-3.9374,3.9374,753,275,0.0972,lhs,0.4442,0.3095,SELU,541,0.2967
17,-2.6370,2.6370,379,348,0.1939,sobol,0.6888,0.5189,TANH,572,0.1148
18,-0.5794,0.5794,674,549,0.4420,sobol,0.5441,0.3357,TANH,139,0.1038
19,-0.9617,0.9617,833,494,0.2121,lhs,0.5533,0.2612,TANH,368,0.1166
20,-1.5293,1.5293,577,293,0.5936,lhs,0.7992,0.3425,TANH,100,0.2014
21,-2.3357,2.3357,589,25,0.0696,lhs,0.1789,0.6842,SELU,462,0.2393
22,-3.6196,3.6196,703,440,0.4799,lhs,0.1013,0.3967,TANH,375,0.3684
23,-2.3650,2.3650,839,184,0.1839,sobol,0.6199,0.4615,SELU,588,0.2947
24,-0.6455,0.6455,552,327,0.1958,sobol,0.6230,0.6468,TANH,371,0.1030
25,-1.9375,1.9375,135,114,0.6008,sobol,0.4802,0.4641,TANH,521,0.1203
26,-2.7173,2.7173,193,128,0.5998,sobol,0.4659,0.4979,SELU,175,0.2311
27,-0.5620,0.5620,798,660,0.4372,lhs,0.3647,0.2206,TANH,445,0.0672
28,-2.5317,2.5317,221,158,0.3853,sobol,0.5781,0.5239,SELU,153,0.1682
29,-0.4940,0.4940,684,490,0.3125,lhs,0.5073,0.3838,TANH,325,0.1361
30,-1.3826,1.3826,575,538,0.4803,sobol,0.4682,0.4489,TANH,597,0.1806
